,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
65233,other,39,U,F,3,L,F,C
65234,other,40,H,M,3,L,F,C
65235,GA,27,H,F,3,L,G,B
65236,CA,8,H,F,1,L,F,A
65237,TX,12,H,M,3,L,F,B
65238,NC,27,H,F,2,L,F,B
65239,CA,12,H,F,3,L,E,A
65240,FL,51,H,F,2,L,E,C
65241,NC,41,H,M,3,L,F,D
65242,MI,11,H,M,3,L,F,B
65243,other,51,H,M,2,L,F,D
65244,IL,35,U,F,3,L,E,C
65245,CA,8,H,M,3,L,F,A
65246,IL,40,U,F,3,L,F,B
65247,FL,29,H,M,3,L,F,B
65248,CA,40,H,M,3,L,E,A
65249,WI,49,H,M,2,L,E,D
65250,other,30,U,M,3,L,D,B
65251,other,31,U,F,3,L,F,B
65252,other,49,U,F,2,L,F,B
65253,IN,27,H,M,3,L,F,A
65254,MI,16,H,M,3,L,G,B
65255,IL,14,U,M,3,L,G,A
65256,FL,23,U,F,3,L,F,A
65257,NC,26,U,F,3,L,F,B
65258,CA,12,H,M,3,L,F,A
65259,other,44,U,F,3,L,F,C
65260,other,40,H,F,1,L,F,B
65261,IL,36,U,F,3,L,F,D
65262,other,43,H,F,3,L,E,D
65263,MI,48,H,M,2,L,G,D
65264,GA,3,U,F,3,L,D,A
65265,other,3,H,M,1,L,F,B
65266,WA,45,U,M,1,L,G,D
65267,FL,27,H,F,2,L,F,B
65268,WI,45,H,F,2,L,F,D
65269,MO,28,U,F,3,L,F,D
65270,MI,24,H,M,3,L,E,A
65271,CA,40,H,F,2,L,D,A
65272,other,40,H,M,2,L,F,A
65273,IL,9,U,F,3,L,F,A
65274,CA,26,H,M,3,L,E,A
65275,IN,49,H,F,3,L,G,B
65276,CA,40,H,F,2,L,F,C
65277,CA,28,H,F,3,L,G,C
65278,CA,26,U,F,3,L,E,A
65279,GA,41,H,M,2,L,G,C
65280,GA,44,H,F,3,L,F,A
65281,other,36,H,F,2,L,D,C
65282,other,21,H,F,3,L,E,A
65283,other,41,H,F,2,L,F,B
65284,IL,17,U,M,2,L,F,A
65285,WA,23,U,F,1,L,F,C
65286,TX,27,U,F,3,L,E,B
65287,IN,36,U,M,3,L,G,D
65288,MI,39,U,M,2,L,F,B
65289,MI,5,H,F,1,L,F,A
65290,other,18,U,M,3,L,G,A
65291,other,26,U,F,3,L,E,C
65292,CA,13,U,M,3,L,G,A
65293,other,51,U,F,2,L,F,D
65294,other,12,H,M,2,L,G,B
65295,WI,45,U,F,1,L,E,D
65296,TX,24,H,F,1,L,F,A
65297,CA,40,H,F,3,L,F,A
65298,CA,24,H,F,2,L,F,A
65299,other,40,U,F,3,L,E,D
65300,CA,17,H,F,2,L,F,A
65301,FL,12,H,F,3,L,G,A
65302,other,51,H,M,3,L,F,D
65303,other,49,U,F,1,L,F,C
65304,other,41,H,F,2,L,F,D
65305,MI,10,U,M,2,L,F,A
65306,CA,6,H,F,3,L,F,A
65307,WI,37,H,M,3,L,D,C
65308,CA,2,H,F,3,L,G,A
65309,MO,36,H,M,3,L,E,C
65310,FL,24,H,F,3,L,F,B
65311,MI,7,U,M,3,L,G,A
65312,other,46,U,F,2,L,F,D
65313,IL,36,H,M,3,L,F,C
65314,other,35,H,M,3,L,G,B
65315,NC,23,H,F,3,L,F,C
65316,IL,25,H,other,3,L,E,A
65317,TX,39,H,F,2,L,E,A
65318,CA,14,H,M,3,L,F,A
65319,TX,8,U,F,3,L,E,A
65320,FL,51,H,F,3,L,F,B
65321,CA,20,H,F,3,L,E,A
65322,other,44,H,F,3,L,F,B
65323,CA,11,H,F,2,L,F,B
65324,other,40,U,F,3,L,G,C
65325,other,45,H,M,2,L,D,D
65326,TX,12,H,M,3,L,G,A
65327,other,43,H,M,3,L,E,C
65328,WA,30,U,F,3,L,E,A
65329,IL,16,H,M,3,L,G,A
65330,CA,20,H,F,3,L,F,A
65331,TX,53,U,M,3,L,F,D
65332,CA,5,H,M,3,L,G,B
65333,other,43,U,F,3,L,F,D
65334,TX,31,U,M,2,L,F,C
65335,GA,13,U,F,3,L,G,A
65336,MI,35,H,F,3,L,G,A
65337,WI,17,U,F,3,L,F,B
65338,other,53,U,F,3,L,F,D
65339,other,39,H,M,3,L,E,A
65340,FL,28,U,other,3,L,E,A
65341,MI,44,H,F,3,L,D,C
65342,CA,1,U,M,2,L,G,A
65343,MI,13,H,F,3,L,F,A
65344,TX,36,H,M,3,L,F,C
65345,other,40,U,F,3,L,F,D
65346,GA,15,H,F,3,L,E,A
65347,other,12,U,F,3,L,G,C
65348,other,11,H,M,3,L,G,B
65349,MO,35,H,F,3,L,D,B
65350,other,49,U,F,2,L,F,C
65351,other,21,H,F,3,L,E,B
65352,GA,51,H,F,3,L,F,D
65353,CA,35,H,F,3,L,D,C
65354,other,17,H,F,2,L,F,C
65355,CA,37,H,F,3,L,F,A
65356,other,43,U,F,3,L,E,C
65357,other,12,H,F,1,L,F,B
65358,other,40,U,M,3,L,E,A
65359,CA,14,U,F,3,L,F,A
65360,other,40,U,M,3,L,E,D
65361,IL,22,U,M,3,L,F,A
65362,CA,12,U,F,3,L,F,A
65363,MI,10,H,F,3,L,E,A
65364,IN,49,H,M,3,L,E,D
65365,IL,1,H,other,1,L,G,A
65366,GA,30,H,M,3,L,F,B
65367,other,43,U,M,3,L,F,D
65368,other,40,U,F,3,L,G,A
65369,FL,45,U,M,3,L,F,D
65370,CA,5,H,M,3,L,F,A
65371,other,47,U,F,3,L,F,D
65372,CA,40,H,M,3,L,D,C
65373,WA,15,H,M,3,L,F,A
65374,CA,4,U,M,2,L,F,A
65375,other,49,U,other,2,L,G,C
65376,other,40,U,F,3,L,E,A
65377,other,27,H,F,3,L,F,B
65378,TX,14,H,F,3,L,F,A
65379,FL,20,H,M,3,L,E,A
65380,other,45,U,F,3,L,F,D
65381,other,36,U,F,1,L,F,B
65382,CA,10,U,F,3,L,G,A
65383,TX,23,U,F,3,L,D,B
65384,CA,2,H,M,2,L,G,A
65385,other,11,H,F,2,L,F,A
65386,FL,23,U,F,3,L,E,A
65387,TX,21,H,M,1,L,F,A
65388,other,40,H,F,3,L,G,A
65389,other,17,H,F,3,L,G,B
65390,TX,14,U,F,2,L,E,A
65391,CA,28,H,F,3,L,F,C
65392,other,43,U,M,3,L,G,D
65393,CA,2,H,F,3,L,F,A
65394,IL,31,U,F,3,L,D,B
65395,CA,4,H,F,3,L,G,A
65396,MO,43,U,F,2,L,D,D
65397,NC,18,U,F,3,L,E,B
65398,MI,40,H,F,3,L,G,C
65399,other,14,U,F,2,L,D,B
65400,other,53,U,F,3,L,E,D
65401,TX,13,U,F,3,L,F,A
65402,other,12,U,F,2,L,F,B
65403,other,48,H,F,2,L,G,D
65404,TX,17,U,F,3,L,E,B
65405,GA,12,H,other,2,L,F,A
65406,other,20,H,F,3,L,F,B
65407,MO,16,H,M,3,L,F,A
65408,IL,49,U,M,3,L,F,D
65409,MO,43,H,M,2,L,D,D
65410,MI,12,H,M,3,L,E,A
65411,other,18,H,F,3,L,F,B
65412,IN,43,H,M,3,L,G,B
65413,other,15,U,F,3,L,E,A
65414,IN,18,H,F,3,L,F,B
65415,GA,11,H,M,1,L,F,A
65416,other,38,U,F,2,L,F,D
65417,CA,12,H,F,2,L,D,A
65418,TX,9,U,F,3,L,F,A
65419,IL,40,U,M,2,L,F,A
65420,CA,14,U,F,3,L,F,B
65421,MI,36,H,M,2,L,D,D
65422,other,45,H,F,3,L,F,D
65423,NC,36,U,F,3,L,E,C
65424,TX,51,H,F,2,L,E,D
65425,CA,13,H,M,3,L,G,A
65426,MI,20,H,M,3,L,D,A
65427,IL,14,H,F,3,L,F,A
65428,CA,11,U,F,3,L,F,A
65429,TX,30,H,M,3,L,F,B
65430,GA,24,H,M,3,L,E,A
65431,MI,26,U,M,3,L,F,C
65432,WA,12,U,F,3,L,G,A
65433,other,32,H,other,3,L,G,C
65434,CA,13,H,F,2,L,F,A
65435,MO,53,U,F,2,L,F,D
65436,CA,5,H,F,3,L,F,A
65437,IL,20,H,M,2,L,F,A
65438,FL,39,H,F,3,L,F,B
65439,other,49,H,M,3,L,F,D
65440,TX,39,H,F,3,L,G,C
65441,MO,35,H,M,3,L,F,B
65442,WI,40,U,F,3,L,F,C
65443,other,21,H,M,3,L,F,B
65444,TX,40,H,M,3,L,F,C
65445,MI,46,H,F,2,L,F,C
65446,TX,40,U,F,1,L,E,D
65447,other,28,H,M,3,L,D,B
65448,other,25,H,F,3,L,F,C
65449,MO,31,U,other,3,L,F,C
65450,MI,10,U,M,2,L,E,A
65451,IL,49,H,M,2,L,F,D
65452,CA,21,U,other,3,L,F,A
65453,CA,27,H,F,1,L,F,A
65454,other,24,H,M,3,L,F,C
65455,WI,3,U,F,3,L,E,B
65456,TX,40,U,F,3,L,D,A
65457,TX,12,U,F,3,L,F,A
65458,TX,40,H,M,2,L,F,D
65459,FL,30,H,F,3,L,F,B
65460,other,26,H,M,2,L,F,C
65461,IL,45,U,F,3,L,F,D
65462,CA,2,H,F,2,L,F,A
65463,FL,11,H,F,3,L,F,B
65464,WI,31,H,M,3,L,D,C
65465,WA,25,U,F,3,L,F,A
65466,FL,29,U,M,3,L,G,A
65467,WA,12,H,M,3,L,F,A
65468,CA,8,H,F,3,L,F,A
65469,IL,9,U,M,3,L,F,A
65470,CA,20,H,M,3,L,G,A
65471,other,32,H,F,3,L,G,B
65472,FL,11,U,F,3,L,F,A
65473,GA,50,U,F,3,L,G,D
65474,other,38,U,F,2,L,F,A
65475,FL,21,U,F,3,L,F,A
65476,IL,24,H,F,3,L,D,C
65477,MI,16,H,F,2,L,F,A
65478,WI,44,H,F,3,L,F,B
65479,FL,40,H,F,2,L,E,C
65480,WI,48,U,M,2,L,F,D
65481,CA,7,H,F,3,L,G,A
65482,other,36,H,M,2,L,F,C
65483,other,42,U,F,2,L,E,D
65484,CA,13,U,F,3,L,G,A
65485,WI,44,H,F,2,L,F,C
65486,other,5,H,F,2,L,F,C
65487,MI,49,H,M,2,L,G,B
65488,other,49,H,M,3,L,G,D
65489,CA,3,H,M,2,L,F,A
65490,other,45,U,F,2,L,F,D
65491,GA,49,U,M,3,L,E,D
65492,other,29,H,F,2,L,F,A
65493,CA,27,U,F,3,L,D,A
65494,TX,27,U,F,3,L,F,B
65495,IN,41,U,M,3,L,F,D
65496,IL,14,H,F,1,L,F,A
65497,WA,30,U,F,3,L,F,C
65498,other,49,U,F,3,L,F,B
65499,MO,49,U,F,3,L,E,A
65500,other,42,U,M,2,L,F,D
65501,TX,26,H,F,3,L,F,A
65502,MI,22,U,F,3,L,E,A
65503,TX,7,U,F,1,L,F,B
65504,other,31,U,F,3,L,D,C
65505,other,23,U,F,1,L,D,B
65506,WA,31,U,M,2,L,F,B
65507,IN,15,U,F,3,L,F,B
65508,other,17,H,M,3,L,G,B
65509,MO,53,U,F,3,L,F,D
65510,other,7,U,F,3,L,F,A
65511,NC,35,H,F,3,L,E,B
65512,TX,41,U,F,3,L,G,A
65513,other,24,H,M,3,L,F,B
65514,other,44,H,other,2,L,E,D
65515,WA,13,H,M,2,L,F,A
65516,CA,14,U,M,3,L,G,A
65517,TX,49,U,M,2,L,F,C
65518,other,29,H,F,3,L,F,B
65519,TX,30,H,M,3,L,G,A
65520,CA,16,U,M,3,L,E,B
65521,other,14,H,M,3,L,F,A
65522,CA,19,U,F,2,L,F,A
65523,TX,14,H,F,3,L,E,B
65524,other,45,U,F,3,L,G,D
65525,other,40,U,M,3,L,G,B
65526,other,39,U,F,3,L,F,B
65527,IN,26,H,F,3,L,F,C
65528,GA,15,H,M,2,L,F,A
65529,GA,13,U,F,3,L,G,A
65530,FL,23,H,M,3,L,F,B
65531,other,11,U,F,3,L,G,B
65532,other,25,H,F,3,L,F,B
65533,CA,40,U,F,2,L,G,A
65534,IL,45,U,F,3,L,E,D
65535,other,11,U,M,3,L,G,B
65536,MO,49,H,F,2,L,E,C
65537,other,40,H,F,3,L,E,D
65538,WA,52,H,M,2,L,F,A
65539,other,35,U,M,1,L,F,B
65540,CA,9,U,M,3,L,E,A
65541,TX,11,U,F,3,L,D,A
65542,CA,2,U,F,1,L,G,A
65543,TX,8,U,M,3,L,G,A
65544,FL,40,U,F,3,L,D,C
65545,other,43,H,F,3,L,E,C
65546,IN,5,U,F,3,L,F,B
65547,NC,25,U,F,2,L,E,B
65548,NC,35,H,M,1,L,E,C
65549,IN,41,U,M,3,L,E,D
65550,other,24,H,F,2,L,F,B
65551,CA,18,H,M,3,L,F,A
65552,NC,35,H,M,1,L,G,C
65553,TX,25,U,M,2,L,F,A
65554,TX,53,U,F,3,L,F,D
65555,CA,10,U,M,2,L,G,A
65556,other,43,U,M,2,L,F,A
65557,MI,35,H,M,1,L,F,D
65558,other,13,U,F,3,L,D,B
65559,other,40,H,M,3,L,F,B
65560,TX,47,H,F,2,L,E,D
65561,CA,1,U,F,3,L,G,A
65562,MI,12,U,M,2,L,G,A
65563,IL,24,U,F,1,L,G,A
65564,NC,18,H,M,1,L,F,B
65565,GA,35,U,F,3,L,E,A
65566,IN,11,U,M,3,L,F,B
65567,CA,16,U,F,3,L,F,B
65568,WA,3,H,F,3,L,F,A
65569,IL,16,U,F,3,L,G,B
65570,CA,5,H,F,3,L,F,B
65571,other,39,U,M,3,L,F,C
65572,other,36,H,M,3,L,E,D
65573,TX,41,H,F,2,L,F,D
65574,other,7,U,F,3,L,F,B
65575,GA,40,U,M,3,L,F,B
65576,other,31,U,F,3,L,E,B
65577,other,36,H,F,3,L,E,B
65578,CA,21,U,F,3,L,F,A
65579,other,40,H,F,3,L,E,C
65580,other,49,U,M,1,L,G,B
65581,CA,10,H,M,2,L,E,B
65582,MI,49,H,F,2,L,F,C
65583,MI,40,H,F,2,L,F,B
65584,FL,37,H,F,3,L,F,C
65585,CA,18,H,F,3,L,F,A
65586,CA,22,H,F,3,L,G,A
65587,FL,29,H,F,3,L,E,B
65588,MO,25,H,M,3,L,G,A
65589,other,36,H,F,2,L,G,C
65590,IL,24,U,F,2,L,E,A
65591,MO,35,U,F,3,L,F,B
65592,WA,27,U,F,2,L,E,C
65593,CA,13,H,M,3,L,E,A
65594,CA,21,H,F,2,L,G,A
65595,other,27,U,M,2,L,G,B
65596,NC,32,H,F,3,L,F,B
65597,CA,22,U,M,1,L,G,A
65598,IN,49,U,F,3,L,F,D
65599,other,14,H,M,3,L,F,B
65600,IN,53,H,F,2,L,F,B
65601,other,45,H,F,3,L,F,D
65602,MI,27,U,F,3,L,F,C
65603,other,44,H,M,2,L,F,A
65604,other,51,U,F,1,L,E,C
65605,other,14,H,F,3,L,G,B
65606,TX,51,H,M,3,L,E,D
65607,TX,40,H,M,3,L,G,D
65608,CA,12,H,F,3,L,G,A
65609,other,46,U,F,3,L,E,D
65610,TX,24,H,F,3,L,G,C
65611,TX,15,U,M,3,L,G,A
65612,WA,40,U,F,1,L,F,B
65613,IL,18,U,M,3,L,G,A
65614,other,39,U,M,3,L,G,D
65615,CA,9,U,F,3,L,F,A
65616,IL,43,U,F,1,L,E,C
65617,FL,27,U,M,3,L,G,B
65618,CA,5,U,F,1,L,F,A
65619,FL,22,U,F,2,L,E,C
65620,CA,3,H,M,1,L,G,A
65621,MI,10,U,F,3,L,G,A
65622,other,39,H,M,2,L,F,C
65623,IN,44,H,other,3,L,F,D
65624,CA,24,H,F,1,L,E,A
65625,other,16,H,M,3,L,G,C
65626,NC,22,H,F,3,L,F,B
65627,TX,12,H,M,3,L,G,A
65628,other,50,H,F,2,L,F,D
65629,IN,15,U,M,3,L,E,B
65630,FL,17,H,other,3,L,D,B
65631,other,45,U,F,3,L,F,D
65632,FL,18,H,F,3,L,E,B
65633,other,35,H,M,3,L,F,B
65634,other,31,H,F,2,L,F,B
65635,MI,21,H,M,3,L,E,B
65636,FL,18,H,F,3,L,E,B
65637,IN,17,U,M,1,L,F,A
65638,CA,5,H,M,2,L,G,A
65639,TX,41,U,M,3,L,F,A
65640,TX,52,U,M,2,L,G,D
65641,other,14,U,F,3,L,F,B
65642,other,51,H,M,2,L,F,D
65643,GA,40,U,F,3,L,E,D
65644,FL,28,U,F,3,L,E,A
65645,CA,27,U,F,3,L,E,C
65646,other,51,U,M,3,L,F,D
65647,CA,25,U,F,3,L,G,B
65648,WA,25,H,M,2,L,E,D
65649,other,30,H,F,3,L,D,B
65650,FL,23,H,M,3,L,E,A
65651,NC,47,H,F,2,L,F,D
65652,other,12,H,F,2,L,G,A
65653,other,18,U,F,3,L,D,C
65654,other,22,U,F,3,L,E,C
65655,other,18,H,F,1,L,G,B
65656,other,30,H,M,3,L,D,B
65657,CA,19,H,M,3,L,F,A
65658,FL,25,H,F,2,L,F,B
65659,other,27,H,F,2,L,F,B
65660,FL,17,U,F,3,L,F,A
65661,CA,21,H,M,2,L,F,B
65662,MI,12,H,F,3,L,F,A
65663,IL,11,H,M,3,L,G,A
65664,MO,53,H,other,2,L,E,D
65665,FL,28,U,M,2,L,F,B
65666,CA,10,U,F,3,L,E,A
65667,MO,51,U,F,2,L,D,D
65668,CA,3,U,F,3,L,F,A
65669,MI,30,H,M,3,L,F,B
65670,other,38,U,F,3,L,D,B
65671,MI,8,U,F,3,L,E,A
65672,other,21,U,F,3,L,F,B
65673,CA,10,U,F,3,L,D,A
65674,CA,7,H,M,3,L,F,A
65675,MO,24,H,M,3,L,D,B
65676,MI,18,H,M,2,L,F,A
65677,other,43,U,F,3,L,D,D
65678,CA,11,H,other,2,L,E,A
65679,TX,16,H,F,3,L,F,A
65680,CA,7,H,F,3,L,E,A
65681,IL,53,H,F,2,L,E,D
65682,CA,6,U,F,3,L,F,A
65683,CA,46,U,F,3,L,G,B
65684,other,41,H,M,3,L,F,C
65685,CA,14,H,F,3,L,E,A
65686,GA,10,H,F,2,L,G,A
65687,FL,14,H,M,3,L,F,A
65688,TX,15,U,F,3,L,F,A
65689,other,40,U,F,3,L,F,B
65690,other,12,H,F,3,L,G,B
65691,WA,24,U,F,3,L,G,A
65692,other,14,H,F,1,L,G,C
65693,FL,9,H,M,3,L,F,A
65694,IL,24,U,F,1,L,F,A
65695,MI,15,H,M,3,L,G,A
65696,other,42,U,F,3,L,G,C
65697,other,51,U,M,3,L,F,D
65698,other,34,U,F,3,L,F,B
65699,other,21,H,F,3,L,E,B
65700,IL,46,H,M,2,L,F,A
65701,GA,12,U,M,3,L,F,A
65702,FL,45,H,F,1,L,E,D
65703,other,45,U,M,3,L,F,B
65704,other,49,H,F,2,L,F,B
65705,MO,22,H,F,1,L,E,C
65706,other,40,U,M,1,L,F,C
65707,CA,24,H,M,3,L,G,C
65708,FL,29,U,F,3,L,E,C
65709,FL,34,U,F,3,L,F,B
65710,CA,35,H,F,2,L,E,C
65711,CA,2,U,F,3,L,F,A
65712,other,26,U,F,2,L,E,B
65713,other,15,U,F,3,L,F,A
65714,other,12,H,M,3,L,E,A
65715,other,36,U,F,3,L,F,D
65716,CA,35,H,M,2,L,F,A
65717,WI,48,U,M,3,L,D,D
65718,CA,23,H,F,3,L,G,A
65719,WA,40,H,M,3,L,G,A
65720,CA,18,H,F,2,L,G,A
65721,NC,36,U,F,3,L,E,C
65722,TX,24,H,F,3,L,G,A
65723,TX,14,H,M,3,L,F,A
65724,MO,35,H,M,3,L,E,C
65725,other,40,U,F,3,L,D,B
65726,other,10,H,M,2,L,F,A
65727,NC,15,H,F,2,L,E,B
65728,other,41,H,M,2,L,F,D
65729,TX,39,U,F,3,L,G,C
65730,other,41,H,M,3,L,F,D
65731,CA,34,H,M,3,L,G,A
65732,MO,36,H,M,3,L,G,D
65733,other,11,H,F,2,L,F,C
65734,MI,41,U,M,3,L,F,C
65735,other,27,H,M,3,L,E,B
65736,WA,11,U,F,3,L,F,A
65737,TX,35,H,M,3,L,F,A
65738,WA,18,H,F,2,L,E,B
65739,CA,27,U,F,3,L,F,A
65740,MI,51,H,M,3,L,G,D
65741,TX,24,H,other,3,L,F,A
65742,WA,12,H,M,2,L,F,A
65743,other,49,H,F,3,L,F,D
65744,GA,36,U,M,3,L,F,C
65745,CA,42,H,F,3,L,G,C
65746,WI,24,H,F,3,L,F,C
65747,WI,40,H,M,3,L,F,B
65748,IL,27,H,M,3,L,G,A
65749,CA,10,U,F,3,L,F,A
65750,CA,19,H,M,3,L,E,A
65751,other,45,U,M,3,L,F,D
65752,IL,31,U,F,2,L,F,C
65753,CA,40,H,F,2,L,E,B
65754,MI,31,H,F,2,L,F,A
65755,other,7,H,M,3,L,G,D
65756,CA,19,H,M,3,L,E,A
65757,CA,44,H,F,2,L,F,C
65758,other,30,U,F,2,L,E,B
65759,MI,49,U,M,3,L,F,C
65760,CA,3,H,M,3,L,E,A
65761,MI,31,U,F,3,L,F,A
65762,other,30,U,F,3,L,F,B
65763,MO,24,H,F,2,L,G,A
65764,other,51,U,M,3,L,F,D
65765,NC,35,H,M,3,L,E,B
65766,WA,12,H,F,2,L,F,B
65767,other,25,H,M,3,L,G,C
65768,TX,38,U,F,1,L,F,A
65769,other,51,U,F,3,L,G,D
65770,WI,27,H,M,3,L,F,C
65771,WI,36,H,F,3,L,E,D
65772,FL,8,H,F,3,L,D,A
65773,IL,15,U,F,3,L,F,A
65774,other,8,U,F,3,L,G,B
65775,TX,10,U,F,3,L,E,B
65776,NC,43,U,M,2,L,F,D
65777,CA,34,U,M,3,L,E,B
65778,other,36,H,F,3,L,D,C
65779,other,13,H,M,3,L,G,A
65780,CA,25,U,F,3,L,F,B
65781,other,23,H,M,3,L,F,C
65782,IL,12,H,M,3,L,F,A
65783,WI,44,H,F,3,L,D,C
65784,WI,43,H,F,3,L,G,D
65785,other,43,U,M,3,L,E,D
65786,FL,42,H,M,3,L,F,B
65787,MI,16,H,F,3,L,D,A
65788,CA,37,U,other,3,L,G,A
65789,other,35,U,M,3,L,F,C
65790,WI,34,U,F,3,L,G,A
65791,CA,16,H,M,3,L,E,A
65792,MO,18,H,M,3,L,F,A
65793,other,40,H,M,2,L,E,B
65794,IN,39,U,M,1,L,D,C
65795,CA,1,U,M,3,L,F,A
65796,other,49,U,F,1,L,D,D
65797,CA,34,H,M,2,L,G,A
65798,other,39,U,F,3,L,E,B
65799,MI,41,U,F,2,L,E,C
65800,WA,38,U,F,3,L,G,D
65801,IL,43,H,F,2,L,E,C
65802,MI,16,U,F,3,L,F,B
65803,CA,10,U,M,3,L,F,A
65804,NC,50,U,F,2,L,F,D
65805,other,12,H,M,3,L,E,B
65806,CA,13,H,M,3,L,G,A
65807,MI,13,U,M,3,L,E,A
65808,CA,11,H,F,2,L,E,A
65809,other,39,H,F,3,L,F,B
65810,NC,43,U,F,2,L,F,C
65811,other,48,U,M,3,L,F,D
65812,MI,16,H,F,3,L,F,A
65813,other,51,U,M,2,L,F,D
65814,other,38,H,F,3,L,F,B
65815,NC,30,U,F,2,L,F,B
65816,CA,2,H,M,3,L,F,A
65817,other,40,U,F,3,L,G,B
65818,other,40,U,F,3,L,F,C
65819,other,11,U,F,3,L,G,B
65820,IN,31,U,F,2,L,F,C
65821,CA,14,U,F,3,L,G,A
65822,WI,27,H,M,3,L,F,A
65823,WI,27,U,F,1,L,F,C
65824,MI,14,H,M,3,L,F,A
65825,other,28,U,M,2,L,F,B
65826,WA,27,U,F,3,L,F,C
65827,WI,46,U,M,3,L,F,D
65828,other,40,U,F,3,L,G,C
65829,WI,38,H,F,3,L,E,D
65830,TX,13,H,M,3,L,E,B
65831,FL,45,H,F,2,L,F,C
65832,other,39,H,M,3,L,F,B
65833,CA,28,H,F,1,L,F,A
65834,TX,14,H,F,1,L,F,A
65835,FL,30,H,F,3,L,E,B
65836,MI,18,U,M,3,L,F,B
65837,CA,6,H,F,1,L,F,A
65838,other,29,U,F,3,L,G,B
65839,FL,45,U,F,3,L,E,C
65840,other,45,U,M,3,L,D,B
65841,IN,43,H,F,3,L,E,D
65842,other,12,U,F,3,L,F,A
65843,MI,44,U,M,1,L,E,B
65844,MI,40,H,F,3,L,F,A
65845,NC,21,U,F,3,L,F,B
65846,other,21,U,F,1,L,F,B
65847,other,49,H,F,2,L,F,C
65848,MI,40,H,F,3,L,F,B
65849,NC,36,U,M,2,L,G,B
65850,GA,40,U,F,3,L,F,A
65851,CA,13,H,M,2,L,F,A
65852,TX,19,H,F,2,L,G,C
65853,MI,49,H,M,3,L,F,A
65854,other,27,U,F,3,L,E,C
65855,CA,18,H,F,1,L,F,A
65856,other,48,U,F,3,L,F,D
65857,CA,22,U,F,3,L,E,A
65858,IN,39,U,M,3,L,E,D
65859,WA,43,H,M,3,L,G,D
65860,other,51,U,F,3,L,F,B
65861,other,30,H,M,3,L,G,D
65862,FL,16,H,F,3,L,F,B
65863,other,43,H,M,2,L,F,D
65864,IL,18,H,M,1,L,F,A
65865,other,14,H,M,3,L,F,B
65866,IL,36,H,F,3,L,F,D
65867,CA,35,U,F,3,L,F,B
65868,other,37,H,F,3,L,G,C
65869,CA,13,H,M,2,L,E,A
65870,WA,40,U,M,3,L,G,A
65871,other,27,H,M,3,L,G,B
65872,CA,24,H,M,3,L,E,B
65873,TX,48,U,M,2,L,E,D
65874,other,51,U,F,3,L,F,D
65875,IN,35,U,M,3,L,E,B
65876,FL,30,U,F,3,L,G,B
65877,CA,3,H,M,3,L,F,A
65878,CA,11,U,F,3,L,G,A
65879,other,35,H,M,3,L,F,B
65880,NC,27,H,F,2,L,F,B
65881,other,12,U,M,3,L,F,B
65882,NC,39,U,M,3,L,E,B
65883,other,38,H,M,2,L,E,B
65884,other,46,U,F,3,L,G,C
65885,IN,49,U,F,3,L,E,C
65886,other,45,H,M,3,L,F,D
65887,CA,19,U,F,3,L,F,A
65888,CA,40,H,M,2,L,F,A
65889,other,23,U,F,3,L,E,B
65890,MI,48,U,M,3,L,F,D
65891,IN,24,H,M,3,L,F,A
65892,IL,17,H,F,2,L,E,A
65893,FL,51,H,F,2,L,F,D
65894,MI,40,U,F,3,L,D,B
65895,other,28,H,F,2,L,G,B
65896,WI,17,U,M,1,L,F,B
65897,CA,6,U,M,3,L,F,A
65898,TX,12,U,M,3,L,F,B
65899,TX,2,H,M,3,L,D,A
65900,NC,35,U,F,3,L,G,B
65901,CA,20,U,F,3,L,D,A
65902,MI,12,H,M,1,L,F,A
65903,GA,49,H,F,3,L,F,D
65904,other,51,U,F,2,L,F,D
65905,other,39,U,F,1,L,G,B
65906,FL,47,H,F,2,L,F,D
65907,NC,36,U,F,3,L,E,C
65908,MI,16,H,M,2,L,F,A
65909,other,30,H,F,3,L,F,B
65910,NC,11,U,M,2,L,E,B
65911,other,46,U,F,3,L,F,D
65912,GA,40,H,F,3,L,E,A
65913,CA,12,H,M,2,L,E,A
65914,WA,27,H,M,3,L,E,C
65915,CA,21,U,M,3,L,G,A
65916,IL,20,U,F,3,L,F,A
65917,other,14,U,F,3,L,F,A
65918,MO,49,H,F,3,L,F,C
65919,other,21,U,F,3,L,G,B
65920,other,24,H,M,2,L,F,A
65921,NC,11,H,M,3,L,F,B
65922,WA,28,H,M,2,L,F,A
65923,CA,40,H,M,3,L,G,A
65924,WA,18,H,F,3,L,G,A
65925,IL,13,U,F,3,L,G,A
65926,other,38,U,F,2,L,F,B
65927,FL,41,H,M,2,L,G,A
65928,other,10,U,M,3,L,E,A
65929,NC,35,H,F,3,L,F,B
65930,CA,24,U,M,3,L,F,A
65931,CA,42,H,F,3,L,E,A
65932,other,35,H,M,3,L,G,C
65933,MI,21,H,F,3,L,E,A
65934,CA,52,U,M,2,L,F,B
65935,GA,18,H,F,3,L,F,A
65936,WA,44,U,F,3,L,E,D
65937,other,38,H,M,3,L,E,B
65938,CA,2,H,M,2,L,F,A
65939,other,40,H,F,3,L,E,C
65940,other,17,U,F,3,L,D,A
